actividad,prestatario,vacantes,nombre_largo,nombre_del_programa,fecha_inicio,fecha_termino,objetivo,justificación,domicilio,representante,medios_de_contacto_con_el_representante,apoyos
APOYARÁ EN LA ATENCIÓN DE LOS REQUERIMIENTOS DE MANTENIMIENTO CORRECTIVO DE LAS TECNOLOGÍAS,S.P. de R.D. CDMEX (220000020),2,SISTEMA PÚBLICO DE RADIO DIFUSIÓN DE LA CIUDAD DE MÉXICO,APOYO EN LA PRODUCCIÓN DE MEDIOS DIGITALES EN EL SERVICIO DE MEDIOS PÚBLICOS - CAPITAL 21 (05230b8774),2022-05-16,2023-05-15,"Participar, apoyar y aportar ideas dentro de todas las áreas del Sistema Público de Radiodifusión de la Ciudad de México para lograr un buen funcionamiento del canal y brindar a toda la Ciudad de México un medio de comunicación de calidad y para que el prestador logre adquirir conocimientos y habilidades que aplicarán en su vida profesional.","Se requieren Prestadores de Servicio social para que coadyuven en la administración de recursos, producción y diseño de contenido para ampliar la cobertura de televidentes e internautas en la Ciudad de México y Zona Metropolitana.","Calle: MORAS, Núm. exterior: 533, Núm. interior: S/N, Colonia: DEL VALLE SUR, Delegación o Municipio: BENITO JUÁREZ",NANCY BALDERAS HURTADO,"e-mail: ssocial.c21@gmail.com, Tel: 91790400 ext. 216, Fax:","PAPELERÍA,"
APOYO EN LA ELABORACION DE BASE DE DATOS PARA LA SISTEMATIZACION DE PROCESOS E INSTALACIONES DE RED,BIENESTAR (241700000),35,SECRETARIA DE BIENESTAR,APOYO AL DESARROLLO SOCIAL (08000s0136),2022-05-16,2023-05-15,"BRINDAR APOYO TECNICO Y PROFESIONAL A LAS DIFERENTES AREAS DE LA SECRETARÍA DE BIENESTAR, QUE REALIZAN FUNCIONES EN MATERIA DE DESARROLLO SOCIAL, URBANO Y VIVIENDA, PARA ALCANZAR LAS METAS ASIGNADAS EN TIEMPO Y FORMA",SE PRETENDE QUE LAS DIVERSAS AREAS DE LA SECRETARÍA DE BIENESTAR CUENTEN CON APOYO PROFESIONAL Y TECNICO PARA ALCANZAR CON EFICIENCIA LOS OBJETIVOS INSTITUCIONALES ENMARCADOS EN LAS POLITICAS SOCIALES,"Calle: AV.REFORMA, Núm. exterior: 51, Núm. interior: P.B., Colonia: TABACALERA, Delegación o Municipio: CUAHUTEMOC",RODOLFO LEÓN MERA,"e-mail: carmen.bravo@bienestar.gob.mx, Tel: 51417900 ext. 56215, Fax:","ASESORÍA, MATERIAL Y EQUIPO, PAPELERÍA,"
APOYO A MÚLTIPLES ÁREAS DE PROYECTOS A DISTANCIA,GM INTEGRACIONES (400032424),0,GM INTEGRACIONES Y SOLUCIONES EN CONTROL SA DE CV,PROGRAMA INTEGRAL DE BECARIOS A DISTANCIA (05631l8544),2022-04-01,2022-11-20,"Que los becarios aporten nuevos conocimientos a la empresa, apoyando en las tareas y actividades con base en su talento, perspectivas y nuevas ideas para que, de manera integral se incorporen a la organización.","Las tareas serán apoyadas por los becarios, realizando las actividades con motivación, creatividad, innovación y nuevas energías.","Calle: BLVRD MANUEL AVILA CAMACHO, Núm. exterior: 80, Núm. interior: 204, Colonia: EL PARQUE, Delegación o Municipio: NAUCALPAN DE JUAREZ",EDITH DIANELA JUAREZ MENESES,"e-mail: rh@gmintegraciones.com, Tel: 55 5358 9396, Fax:","ASESORÍA, BECA ECONÓMICA, Monto del Apoyo $ , BIBLIOGRAFÍA, CAPACITACIÓN, CURSOS, DIRECCIÓN DE TESIS, MATERIAL Y EQUIPO, OPCIÓN A TESIS, PAPELERÍA,"
APOYO EN DETECTAR CAMBIOS NECESARIOS PARA ASEGURAR OPERACIÓN NORMAL DE APLICACIONES A DISTANCIA,SUPREMA CORTE DE JUSTICIA DE LA NACION (230000400),2,SUPREMA CORTE DE JUSTICIA DE LA NACION,PROGRAMA GENERAL DE SERVICIO SOCIAL DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN A DISTANCIA (05051h8731),2021-09-01,2022-08-31,Que el prestador de servicio social aplique sus conocimientos y habilidades adquiridas durante su formación profesional en apoyo a los proyectos interdisciplinarios que se realizan en la Dirección General de Tecnologías de la Información de la Suprema Corte de Justicia de la Nación.,"Vincular a la SCJN con su entorno a fin de fortalecer su papel ante la sociedad fomentando la responsabilidad social entre los prestadores y a la vez proporcionando información valiosa y práctica al estudiante para su mejor adaptación laboral. Solicitamos prestadores de servicio social que tengan cursado el 70% de los créditos, promedio general mínimo de 8 y egresados tener como máximo 2 años de haber concluido sus estudios de las carreras que se listan: Lic. en Administración Industrial","Calle: CHIMALPOPOCA, Núm. exterior: 112, Núm. interior: 4TO PISO, Colonia: CENTRO, Delegación o Municipio: CUAUHTÉMOC",JESÚS GERARDO TOACHE LÓPEZ,"e-mail: serviciosocialscjn@scjn.gob.mx, Tel: 41131000 ext: 5130 y 5131, Fax:","BECA ECONÓMICA, Monto del Apoyo $ , CAPACITACIÓN,"
APOYO A DIVERSAS ACTIVIDADES EN LA SNDIIF A DISTANCIA,SISTEMA NACIONAL DIF (241500100),4,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,ASISTENCIA SOCIAL A DESAMPARADOS A DISTANCIA (05125b8488),2022-03-16,2023-03-15,"Promover y proporcionar atención a personas con características de vulnerabilidad, mediante la aplicación de acciones a distancia y/o presencial que permitan mejorar las circunstancias de carácter social que impiden el desarrollo integral de la población asistida.","Proporcionar la oportunidad de desarrollar actividades sustentadas en la formación y perfil académico de las y los estudiantes, participando en la aplicación de los Programas Asistenciales que se aplican en las áreas que integran al Sistema Nacional a distancia y /o presencial","Calle: XOCHICALCO, Núm. exterior: 951, Núm. interior: S/N, Colonia: SANTA CRUZ ATOYAC, Delegación o Municipio: BENITO JUÁREZ",ISAÍAS DURÁN RODRÍGUEZ,"e-mail: iortiz@dif.gob.mx, Tel: 30032200 EXT. 5585 y 3536, Fax:","ASESORÍA, CAPACITACIÓN, MATERIAL Y EQUIPO,"
INGENIERIA,XE-IPN (100200600),4,XE-IPN CANAL 11,EDUCANDO Y TRANSFORMANDO A LA SOCIEDAD II ( A DISTANCIA ) (05001a8589),2022-04-16,2023-04-15,"EL PRESTADOR TENDRÁ UNA VISIÓN MÁS AMPLIA RESPECTO AL FUNCIONAMIENTO Y ORGANIZACIÓN DE UNA TELEVISORA, A SU VEZ PONDRÁ EN PRÁCTICA SUS CONOCIMIENTOS PARA QUE A TRAVÉS DE LA REALIZACIÓN DE PLANES Y PROGRAMAS SE ADQUIRIERA EXPERIENCIA PROFESIONAL EN EL CAMPO. ADOPTANDO NUEVA MODALIDADES (A DISTANCIA, PRESENCIAL Y MIXTO), DEPENDIENDO DE LA SITUACIÓN SANITARIA Y DE LAS DIFERENTES NECESIDADES DE CADA ÁREA REQUIRENTE.","LOS ALUMNOS CONTRIBUYEN AL APOYO DE ACTIVIDADES, LO CUAL BENEFICIA AL ÁREA DE INVESTIGACIÓN, RELACIONES PÚBLICAS, ADQUISICIONES Y DESARROLLO DEL TALENTO HUMANO AYUDANDO FUNCIONAMIENTO ÓPTIMO DE ESTA EMISORA.","Calle: AV. CARPIO, Núm. exterior: 475, Núm. interior: S/N, Colonia: CASCO SANTO TOMAS, Delegación o Municipio: MIGUEL HIDALGO",ERNESTO OCMAN CONG,"e-mail: serviciosocial@canalonce.ipn.mx, Tel: 53561111 ext. 60010, Fax:","BIBLIOGRAFÍA, MATERIAL Y EQUIPO, PAPELERÍA,"
APOYO EN DISEÑO GRÁFICO PARA LA ELABORACIÓN DE MAT. DE PROMOCION Y DIFUSION (A DISTANCIA),CVDR TAMPICO (100209904),9,CENTRO DE VINCULACIÓN Y DESARROLLO REGIONAL UNIDAD TAMPICO,ESTUDIO DE MERCADO PARA DETECCIÓN DE NECESIDADES A DISTANCIA (05573a8549),2022-08-16,2023-08-15,"OBJETIVO: REALIZAR UN ESTUDIO DE MERCADO ENTRE LAS EMPRESAS, INDUSTRIA Y GOBIERNOS DE LA ZONA CONURBADA DE TAMPICO, CD. MADERO Y ALTAMIRA, SOBRE SUS NECESIDADES RESPECTO A LOS SERVICIOS DEL CVDRT Y ESTABLECER ESTRATEGIAS PARA SU ATENCIÓN.","JUSTIFICACIÓN: DERIVADO DEL PROCESO DE TRANSFORMACIÓN DE LOS CVDR, ES IMPORTANTE CONOCER CON PUNTUALIDAD LAS NECESIDADES DEL MERCADO EMPRESARIAL, INDUSTRIAL Y DE GOBIERNO, RESPECTO A LOS NUEVOS SERVICIOS DE INNOVACIÓN, CONSULTORÍA, SERVICIOS TECNOLÓGICOS, TRANSFERENCIA DE TECNOLOGÍA, CAPACITACIÓN Y CERTIFICACIÓN.","Calle: GUERRERO, Núm. exterior: 002, Núm. interior: , Colonia: CAMPBELL, Delegación o Municipio: TAMPICO",EDUARDO JIMENEZ RAMIREZ,"e-mail: jacalderonh@ipn.mx, Tel: 8833)214.95.53, Fax: (833)214.95.53","ASESORÍA, CAPACITACIÓN,"
APOYO DOCENTE EN LA GENERACION DE MATERIAL MULTIMEDIA,CECYT NO. 3 (100100400),13,"CENTRO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS NO. 3 ""ESTANISLAO RAMIREZ RUIZ""","SERVICIO SOCIAL EXTERNO, APOYO A LAS UNIDADES ACADÉMICAS Y ADMINISTRATIVAS A DISTANCIA (05150a8250)",2021-09-01,2022-08-31,"Con el objetivo que los alumnos interesados realicen su Servicio Social, llevando a cabo Actividades de apoyo en la Modalidad a Distancia en todas las áreas dentro del CECYT 3.","Las actividades Académicas y Administrativas son de gran diversidad, es importante y de utilidad contar con el apoyo de los alumnos en modalidad a distancia, en los que a su vez se fomenta el sentido de colaboración y responsabilidades. y así continuar con el desarrollo sostenible del Instituto.","Calle: AV. CENTRAL, Núm. exterior: S/N, Núm. interior: S/N, Colonia: VALLE DE ECATEPEC, Delegación o Municipio: ECATEPEC DE MORELOS",MÓNICA MARTÍNEZ CHÁVEZ,"e-mail: deae.cecyt3@ipn.mx, Tel: 57296200-74046, Fax:","ASESORÍA, BIBLIOGRAFÍA, CAPACITACIÓN, PAPELERÍA,"
APOYO A LA PLANTA DE ASFALTO,P.P.M.A (220000137),2,PLANTA PRODUCTORA DE MEZCLAS ASFALTICAS,"CALIDAD, NORMATIVIDAD, ACTUALIZACION Y PROCESOS DE MEZCLA ASFALTICA. ( A DISTANCIA ) (05097b8328)",2021-11-16,2022-11-15,IMPLEMENTAR MEDIANTE TÉCNICAS Y PROCEDIMIENTOS INNOVADORES UN MÉTODO SISTEMÁTICO DE CONTROL AMBIENTAL DE EMISIONES DE LA ATMÓSFERA. MANEJO RACIONAL DE RESIDUOS PELIGROSOS. HACER MÁS EFICIENTE EL PROCESO DE PRODUCCIÓN. DIAGNOSTICAR CONDICIONES DE OPERACIÓN DE EQUIPOS ELECTROMECÁNICOS.,"FUNDAMENTADO EN EL OFICIO SAF/DEAPU/DDCLISDH/879/2020 DE FECHA 08 DE SEPTIEMBRE 2020, FIRMADO POR LA MTRA. OLGA PAULÍN CHÁVEZ, DIRECTORA DE DESARROLLO DE LA COMPETENCIA LABORAL, IGUALDAD SUSTANTIVA Y DERECHOS HUMANOS, EN EL NUMERAL 3 QUE HACE REFERENCIA A LA CAPTACIÓN DE PERSONAS PRESTADORAS DE SSYPP QUE A LA LETRA DICE: ""...LA SUSPENSIÓN DE ACTIVIDADES PRESENCIALES, NO IMPLICA SUSPENDER LA CAPTACIÓN DE PERSONAS INTERESADAS EN REALIZAR SU SERVICIO SOCIAL O PRÁCTICAS PROFESIONALES...""","Calle: AV. DE LA IMAN, Núm. exterior: 263, Núm. interior: S/N, Colonia: AJUSCO, Delegación o Municipio: COYOACAN",EDUARDO MARTINEZ MENDOZA,"e-mail: kgarcia@plantadeasfalto.cdmx.gob.mx, Tel: 53381490 ext: 2070, Fax:","ASESORÍA, BECA ECONÓMICA, Monto del Apoyo $ , CAPACITACIÓN, CURSOS, MATERIAL Y EQUIPO, PAPELERÍA,"
APOYO EN LA INSTALACIÓN DE SOFTWARE,S.T.Y F. E. (220000114),14,"SECRETARIA DE TRABAJO Y FOMENTO AL EMPLEO, GOBIERNO DE LA CIUDAD DE MÉXICO",APOYO Y DESARROLLO EN LA SECRETARIA DE TRABAJO Y FOMENTO AL EMPLEO (22162b1364),2022-06-16,2023-06-15,"Consolidar la formación de los prestadores de servicio social, vinculando en el campo laboral, el cual sea capaz de diseñar, crear, sistemas y proyectos encaminados al beneficio social, llevando a cabo las actividades y programas de está Secretaría","Apoyo y colaboración de los prestadores, para una mayor eficacia y calidad en las actividades, aplicando los conocimientos innovadores y actuales del prestador e inducción dentro del ámbito laboral","Calle: CALZADA SAN ANTONIO ABAD, Núm. exterior: 32, Núm. interior: PISO 05, Colonia: TRÁNSITO, Delegación o Municipio: CUAUHTEMOC",MARTÍN GARCÍA GRACIANO,"e-mail: serviciosocialstyfe@gmail.com, Tel: (55)57093233 ext. 5044, Fax:","ASESORÍA, BIBLIOGRAFÍA, CURSOS, MATERIAL Y EQUIPO, PAPELERÍA,"
• APOYO EN ACTIVIDADES ADMINISTRATIVAS DE LA COORDINACIÓN DE ISISA-ZACATENCO,ESIME ZACATENCO (100101900),100,"ESCUELA SUPERIOR DE INGENIERIA MECANICA Y ELECTRICA, UNIDAD ZACATENCO","PUESTA EN MARCHA, REPARACION Y DESARROLLO DE EQUIPOS EN LOS LABORATORIOS DE ELECTRONICA DE ICA (20310a0004)",2022-05-16,2023-05-15,APOYAR A LAS ACTIVIDADES DEL DEPTO. ACADÉMICO DE ICA PARA DAR CUMPLIMIENTO AL PROGRAMA OPERATIVO ANUAL CON LA PARTICIPACIÓN DE ESPECIALISTAS PRESTADORES DE SERVICIO SOCIAL EN GRUPOS INTERDISCIPLINARIOS.,CUBRIR ACTIVIDADES PROGRAMADAS PARA EL CUMPLIMIENTO DE LOS OBJETIVOS DEPARTAMENTALES DE LAS LÍNEAS ESTRATÉGICAS 2 Y 3 DEL POA PARA LA RENOVACIÓN DE PLANES Y PROGRAMAS DE ESTUDIO Y ASEGURAR LA OPERACIÓN PERTINENTE DE LOS LABORATORIOS.,"Calle: AV. IPN, Núm. exterior: S/N, Núm. interior: S/N, Colonia: LINDAVISTA, Delegación o Municipio: GUSTAVO A. MADERO",MIRIAM GÓMEZ ALVAREZ,"e-mail: ssesimez@outlook.es, Tel: 57296000 ext. 54547, Fax:","ASESORÍA, BIBLIOGRAFÍA, CAPACITACIÓN, CURSOS, DIRECCIÓN DE TESIS, MATERIAL Y EQUIPO, OPCIÓN A TESIS, PAPELERÍA,"
APOYO A LA FORMALIZACIÓN DE ALIANZAS A DISTANCIA,D.R.I (100202001),47,DIRECCIÓN DE RELACIONES INTERNACIONALES,INTERNACIONALIZACIÓN DEL IPN A DISTANCIA (05093a8972),2022-03-16,2023-03-15,"Participar en las actividades desarrolladas en la Dirección de Relaciones Internacionales, a fin de alcanzar los objetivos sobre la internacionalización del IPN","Se requiere personas con actitud de servicio y dominio del idioma inglés que operen paquetería Office, interesados en participar en las actividades de internacionalización del IPN","Calle: UNIDAD PROFESIONAL ADOLFO LÓPEZ MATEOS ,, Núm. exterior: S/N, Núm. interior: S/N, Colonia: ZACATENCO, Delegación o Municipio: ALCALDÍA GUSTAVO A. MADERO",CARLOS ALBERTO JARAMILLO MORA,"e-mail: dri@ipn.mx, Tel: (55) 5729 6000 ext. 58026, Fax: 51692","ASESORÍA,"
DIGITALIZACIÓN DE PROCESOS Y DOCUMENTOS,D.D.C. (100201100),29,DIRECCIÓN DE DIFUSIÓN CULTURAL,INTEGRAL DEL SERVICIO SOCIAL EN APOYO A LA DIFUSIÓN CULTURAL (02032a1189),2022-03-01,2023-02-28,"Permitir que dentro de las actividades desarrolladas en nuestro Instituto, la participación del educando sea más concreta, además como parte de la formación profesional debe enfocarse hacia una aplicación definida relativa a su carrera.",Es importante contar con el programa de S.S. ya que gracias a éste podemos recibir el apoyo de los jóvenes estudiantes de diversas carreras y ello ha contribuído en los resultados de las actividades que desarrolla esta Dirección.,"Calle: AV. WILFRIDO MASSIEU, Núm. exterior: SIN NO., Núm. interior: S/N, Colonia: LINDAVISTA, Delegación o Municipio: GUSTAVO A. MADERO",EDMUNDO OMAR MATAMOROS HERNANDEZ,"e-mail: mricoa@ipn.mx, Tel: 57296000 EXT. 53606, Fax: 57296000 ext. 53604","CAPACITACIÓN, CURSOS, MATERIAL Y EQUIPO, PAPELERÍA,"
APOYO EN LA COORDINACIÓN DE INFORMACIÓN DOCUMENTACIÓN Y TRANSPARENCIA,TRIBUNAL ELECTORAL (230001400),50,TRIBUNAL ELECTORAL DEL PODER JUDICIAL DE LA FEDERACION,TEPJF-MODERNIZACIÓN DE AREAS JURÍDICAS Y ADMINISTRATIVAS -CIENCIAS ECONÓMICO-ADMVAS E INFORMÁTICA (22021h0761),2022-06-16,2023-06-15,COADYUVAR EN EL APOYO A LOS DERECHOS POLITICO ELECTORALES DE LOS CIUDADANOS Y DEMAS ACTORES POLITICOS,APOYAR Y COADYUVAR CON LAS INSTITUCIONES EDUCATIVAS EN LA ADQUISICIÓN DE EXPERIENCIA Y CONOCIMIENTOS PARA EL MERCADO LABORAL,"Calle: AVENA, Núm. exterior: 513, Núm. interior: S/N, Colonia: GRANJAS MEXICO, Delegación o Municipio: IZTACALCO",ELIZABETH LÓPEZ Y LÓPEZ,"e-mail: rh.curriculum@te.gob.mx, Tel: (55)57282300 ext. 2510, Fax: (55)57282300","ASESORÍA, BECA ECONÓMICA, Monto del Apoyo $ , BIBLIOGRAFÍA, CAPACITACIÓN, CURSOS, MATERIAL Y EQUIPO, PAPELERÍA,"
APOYO EN EL SOPORTE Y MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE COMPUTO,SECRETARIA DE LA FUNCION PUBLICA (241600000),7,SECRETARIA DE LA FUNCION PUBLICA,NORMATIVIDAD Y CONTROL DE LA GESTIÓN PÚBLICA (08003g1355),2022-05-01,2023-04-30,"APOYAR Y FORTALECER EL PROCESO EVALUATORIO Y EL CONTROL DE LAS DEPENDENCIAS, LAS ACTIVIDADES DE CONTROL DE LA GESTIÓN PÚBLICA, ADEMAS DE IMPLEMENTAR EL ACUERDO POR EL QUE SE EMITEN EN MATERIA DE CONTROL INTERNO.","Contribuir a fortalecer la vocación en los asuntos políticos, económicos y sociales que beneficien directamente el desarrollo del país con igualdad de oportunidades, no discriminación y con equidad de género.","Calle: INSURGENTES SUR, Núm. exterior: 1735, Núm. interior: S/N, Colonia: GUADALUPE INN, Delegación o Municipio: ALVARO OBREGON",SARA ITZEL DÍAZ GARCÍA,"e-mail: ssdgrh@funcionpublica.gob.mx, Tel: (55)20003000 ext: 5345, Fax:","ASESORÍA, CAPACITACIÓN, MATERIAL Y EQUIPO, PAPELERÍA,"
AYUDA EN PROGRAMACIÓN DE WEB,INBAL (241300600),2,INSTITUTO NACIONAL DE BELLAS ARTES Y LITERATURA,PRESERVACION DE DOCUMENTOS EN FORMATO DIGITAL 2010 (02003a2097),2022-01-01,2023-01-15,DIGITALIZAR EL ARCHIVO MUERTO DE LA SGEIA QUE ACTUALMENTE ESTA EN RIESGO DE PERDERSE,NO SE CUENTA CON EL PERSONAL ADECUADO,"Calle: LONDRES, Núm. exterior: 16, Núm. interior: S/N, Colonia: JUAREZ, Delegación o Municipio: CUAUHTEMOC",LIZ SELENE MARTÍNEZ RODRÍGUEZ,"e-mail: dlchavez@inba.gob.mx, Tel: 10004622 EXT 1115 y 1102, Fax: 10004622 EXT 1115","ASESORÍA, BIBLIOGRAFÍA, CAPACITACIÓN,"
DISEÑAR MATERIAL DIDÁCTICO DIGITAL A DISTANCIA,ESIME AZCAPOTZALCO (100102000),978,"ESCUELA SUPERIOR DE INGENIERIA MECANICA Y ELECTRICA, UNIDAD AZCAPOTZALCO",OTROS APOYOS PARA LA ESIME AZC EN DIVERSAS ACTIVIDADES CON ALUMNOS DE OTRAS UNIDADES ACADÉMICAS (02280a2030),2022-02-01,2023-01-31,Apoyar a las diferentes áreas de la la ESIME AZC en la realización de actividades académicas y administrativas,"Debido a que el recurso humano no es suficiente en las diferentes áreas de nuestro plante, es necesario contar con alumnos que cuenten con conocimientos técnicos y administrativos.","Calle: AV. DE LAS GRANJAS, Núm. exterior: 682, Núm. interior: S/N, Colonia: SANTA CATARINA, Delegación o Municipio: AZCAPOTZALCO",CAROLINA VELASCO CUEVAS,"e-mail: eyae_esimeazc@ipn.mx, Tel: (55)57296000 ext: 64311, Fax:","ASESORÍA, CAPACITACIÓN, MATERIAL Y EQUIPO, PAPELERÍA,"
APOYO AL DESARR. DE INFRAESTRUCTURA EN SISTEMAS DE COMUNICACIÓN AUTOMATIZADOS A DISTANCIA,FUNDACION POLITECNICO (300011100),6,"FUNDACION POLITECNICO, A.C.",APOYO EN PROGRAMAS SOCIALES DE INTEGRACIÓN MULTIDISCIPLINARIA A DISTANCIA (05393a8805),2021-11-01,2022-10-31,"Contar con el apoyo de estudiantes de la comunidad politécnica de diversas áreas, con las cuales la organización podrá desarrollar y participar en proyectos de altruistmo",La Fundación Politécnico es una organización no lucrativa que requiere del apoyo y desarrollo de planes y programas en diversas áreas del conocimiento por lo cual el apoyo de estudiantes fortalecerá la labor de apoyo al IPN,"Calle: CADIZ, Núm. exterior: 59, Núm. interior: 1ER PISO, Colonia: INSURGENTES MIXCOAC, Delegación o Municipio: BENITO JUAREZ",SAUL IBARRA CORREA,"e-mail: vincula.empresa@fundacionpolitecnico.org, Tel: 56.15.93.54, Fax: 56.15.93.53","MATERIAL Y EQUIPO, OPCIÓN A TESIS,"
APOYO EN LA ELABORACIÓN Y REVISIÓN DE PROGRAMAS DE LAS DIFERENTES MODALIDADES DE ESTUDIO.,S.E.C.T.I. de la CD. MEX. (220000144),4,"SECRETARÍA DE EDUCACIÓN, CIENCIA, TECNOLOGÍA E INNOVACIÓN DE LA CIUDAD DE MÉXICO",SOCIALIZACIÓN Y DIVULGACIÓN DE LA CIENCIA. (20410c7690),2022-06-16,2023-06-15,"Realizar acciones y colaborar en la organización de eventos de difusión y fomento a la ciencia, tecnología e innovación entre la población.","La SECTEI plantea dar cumplimiento a lo establecido en la Constitución de la Ciudad de México en su artículo 8: impulsar a la entidad federativa como ciudad educadora y promotora del conocimiento que ha de apoyar la mejora de la capital en los campos social, económico-productivo, de movilidad, infraestructura, salud, deporte y medio ambiente, por medio del impulso y de la coordinación de las políticas de gobierno en educación y desarrollo científico y tecnológico.","Calle: AV. BARRANCA DEL MUERTO, Núm. exterior: 24, Núm. interior: S/N, Colonia: GUADALUPE INN, Delegación o Municipio: ÁLVARO OBREGÓN",SERGIO ARTURO BRACAMONTE CASTRO,"e-mail: aureliano.morales@educacion.cdmx.gob.mx, Tel: 51340770 ext: 1107, Fax:","ASESORÍA, PAPELERÍA,"
PARTICIPACIÓN EN LOS DIFERENTES MODULOS DE CAPACITACIÓN E INFORMÁTICA,T.F.J.A (230000300),20,TRIBUNAL FEDERAL DE JUSTICIA ADMINISTRATIVA,APOYO A LAS AREAS DE INFORMÁTICA Y SISTEMAS DEL TFJA (20003h0688),2022-04-01,2023-03-31,"SUPERVISAR, MANTENER Y VERIFICAR LOS PROGRAMAS DE COMPUTO INSTALADOS EN EL TFJFA PARA SU OPTIMO FUNCIONAMIENTO EN LAS DIFERENTES ÁREAS ADMINISTRATIVAS Y SUSTANTIVAS","CONTAR CON APOYO DE GENTE CON LOS CONOCIMIENTOS NECESARIOS PARA BRINDAR ASESORÍA Y SOPORTE TÉCNICO A LAS DIFERENTES ÁREAS TANTO SUSTANTIVAS COMO ADMINISTRATIVAS, QUE REQUIEREN DE LOS SISTEMAS INFORMÁTICOS PARA EL LOGRO DE LAS METAS INSTITUCIONALES","Calle: A. INSURGENTES SUR, Núm. exterior: 881, Núm. interior: S/N, Colonia: NAPOLES, Delegación o Municipio: BENITO JUAREZ",CLAUDIA GONZALEZ RIOS,"e-mail: claudia.gonzalez@tfjfa.gob.mx, Tel: 50037000 ext. 7403, Fax:","ASESORÍA, BIBLIOGRAFÍA, CAPACITACIÓN, CURSOS, MATERIAL Y EQUIPO,"
DESARROLLO DEL SISTEMA LOGISTICO DE EVENTOS,SRH - CINVESTAV (100200510),30,SUBDIRECCIÓN DE RECURSOS HUMANOS - CINVESTAV,FORTALECIMIENTO ADMINISTRATIVO INSTITUCIONAL (02109a3022),2022-08-01,2023-07-31,"FORTALECER LOS SITEMAS, PROCESOS Y PROCEDIMIENTOS POITICAS Y CONTROLES ADMINISTRATIVOS PARA RESPALDAR LA ENTRADA EN OPERACION DE UN SISTEMA INTEGRAL DE ADMINISTRACIO DE RECURSOS GUBERNAMENTALES","SE REQUIERE UN GRUPO MULDISCIPLINARIO DE PRESTADORES PARA FORTALECER PROCESOS ADMINISTRATIVOS, DIGITALIZACION Y USO DE DOCUMETOS FISICOS CON APOYO DE PROFESIONISTAS EN TECNOLOGIA DE INFORMACION.","Calle: AV, INSTITUTO POLITECNICO NACIONAL, Núm. exterior: 2508, Núm. interior: S/N, Colonia: SAN PEDRO ZACATENCO, Delegación o Municipio: Alcaldía Gustavo A. Madero",JESUS CORONA URIBE,"e-mail: jcoronauribe@cinvestav.mx, Tel: 57473800 ext. 1557, Fax: 57477093","ASESORÍA, BECA ECONÓMICA, Monto del Apoyo $ , BIBLIOGRAFÍA, CAPACITACIÓN, CURSOS, MATERIAL Y EQUIPO, PAPELERÍA,"
APOYO A LAS ACTIVIDADES ADMINISTRATIVAS DE LA ESE A DISTANCIA,ESE (100112400),5,ESCUELA SUPERIOR DE ECONOMIA,PROGRAMA DE SERVICIO SOCIAL PARA ALUMNOS EXTERNOS (22340a7851),2022-03-01,2023-02-28,"Que el alumno desarrolle sus conocimientos y contribuya a fomentar y favorecer el desarrollo de diversas áreas de la Escuela Superior de Economía, contribuyendo con su experiencia y habilidades para fortalecer actividades, proyectos y programas con competencias diferentes a las de un economista.","Se busca contribuir a diversos proyectos que pretenden formular una propuesta de análisis y evaluación económica y social en diversos ámbitos, considerando la participación de alumnos de diversas disciplinas, los cuales contribuyan con diversos perfiles a la conformación de estrategias y mecanismos que contribuyan al análisis económico.","Calle: PLAN DE AGUA PRIETA, Núm. exterior: 66, Núm. interior: 0, Colonia: PLUTARCO ELIAS CALLES, Delegación o Municipio: MIGUEL HIDALGO",JUDITH ALEJANDRA VANEGAS DÍAZ,"e-mail: serviciosocialese@ipn.mx, Tel: 57296000 ext. 62047, Fax:","ASESORÍA, BIBLIOGRAFÍA, CAPACITACIÓN, CURSOS, DIRECCIÓN DE TESIS, MATERIAL Y EQUIPO, PAPELERÍA,"
